hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,is_rv,planet_id
TOI-2338,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,22.65398,2.00E-05,-2.00E-05,0,0.158,0.003,-0.003,0,11.2089807,0.22417961,-0.22417961,0,1,0.02,-0.02,0,1900.613874,66.74396547,-63.5656814,0,5.98,0.21,-0.2,0,Mass,0.676,0.002,-0.002,0,,,,,799,10,-11,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,,5581,60,-60,0,1.05,0.01,-0.01,0,0.99,0.03,-0.02,0,0.22,0.04,-0.04,0,[Fe/H],4.4,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h25m22.70s,81.3445824,-34d40m05.70s,-34.6682491,313.996,1.98,-1.956,12.483,0.03,-0.03,10.664,0.025,-0.025,12.1856,0.000129,-0.000129,10-04-2023,2023-04,10-04-2023,0,TOI-2338_22.65398
Kepler-193,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.38848,5.40E-05,-5.40E-05,0,0.106,,,0,2.39,1.08,-1.08,0,0.213,0.096,-0.096,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6335,200,-200,0,1.147,0.515,-0.515,0,0.95,,,,,,,,,4.403,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m59.66s,296.4985951,+46d34m38.09s,46.5772484,1009.1,22.9,-21.929,14.712,0.046,-0.046,13.218,0.03,-0.03,14.596,0.000324,-0.000324,14-05-2014,2014-03,14-05-2014,0,Kepler-193_11.38848
CoRoT-29,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,2.85057,6.00E-06,-6.00E-06,0,0.0386,0.0059,-0.0059,0,10.0881,1.79344,-1.79344,0,0.9,0.16,-0.16,0,270.1555,63.566,-63.566,0,0.85,0.2,-0.2,0,Mass,0.082,0.081,-0.081,0,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,K0 V,5260,100,-100,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0,0.2,0.1,-0.1,0,[Fe/H],4.3,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,44.027,-39.76,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532,16-04-2015,2015-07,16-04-2015,0,CoRoT-29_2.85057
HD 184010,1,1,3,Radial Velocity,2022,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ..tmp...97T/abstract target=ref>Teng et al. 2022</a>,836.4,8.4,-8.4,0,1.92,0.012,-0.012,0,,,,,,,,,143.0227832,12.71313628,-19.06970442,0,0.45,0.04,-0.06,0,Msini,0,,,0,,,,,,,,,0,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ..tmp...97T/abstract target=ref>Teng et al. 2022</a>,K0 III-IV,4971,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.17,0.1,-0.1,0,[Fe/H],3.18,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m21.63s,292.8401421,+26d37m02.21s,26.6172796,60.7993,0.2548,-0.2548,5.88639,0.023,-0.023,3.98,0.306,-0.306,5.64508,0.0013893,-0.0013893,10-10-2022,2022-09,10-10-2022,1,HD 184010_836.4
Kepler-1758,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,9.977210045,,,0,0.1079,,,,2.57059831,,,0,0.22933382,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5557,83,-72,0,1.616,0.254,-0.413,0,1.035,0.085,-0.094,0,0.16,0.15,-0.1,0,[Fe/H],4.037,0.21,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m11.24s,297.7968197,+39d55m16.82s,39.9213378,1588.41,75.49,-69.04,15.119,0.114,-0.114,13.302,0.033,-0.033,14.9449,0.00031,-0.00031,05-12-2021,2022-02,05-12-2021,0,Kepler-1758_9.977210045
HD 196050,1,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,1392,4,-4,0,2.65,0.03,-0.03,0,,,,,,,,,1493.793513,254.2627256,-254.2627256,0,4.7,0.8,-0.8,0,Mass,0.2,0.01,-0.01,0,,,,,,,,,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,G3 V,,,,,1.1813,,,,1.27,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742,0.1021,-0.1017,7.5,0.03,-0.03,6.034,0.027,-0.027,7.3407,0.000177,-0.000177,05-09-2023,2023-08,05-09-2023,1,HD 196050_1392.0
HD 221585,1,1,1,Radial Velocity,2016,Haute-Provence Observatory,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A.146D/abstract target=ref>D&iacute;az et al. 2016</a>,1173,16,-16,0,2.306,0.081,-0.081,0,,,,,,,,,511.7063,44.4962,-44.4962,0,1.61,0.14,-0.14,0,Msini,0.123,0.069,-0.069,0,,,,,,,,,0,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A.146D/abstract target=ref>D&iacute;az et al. 2016</a>,G8 IV,5620,27,-27,0,0.94,,,,1.19,0.12,-0.12,0,0.29,0.02,-0.02,0,[Fe/H],4.05,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m55.05s,353.2293802,+63d09m20.21s,63.1556146,55.8535,0.1017,-0.1014,7.457,0.017,-0.017,5.781,0.029,-0.029,7.28128,0.000197,-0.000197,18-05-2016,2016-07,19-05-2016,1,HD 221585_1173.0
Kepler-974,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.194496514,5.03E-06,-5.03E-06,0,0.1011,,,,1.57,0.06,-0.29,0,0.14006602,0.00535284,-0.02587207,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3687,38.83,-36.96,0,0.5,0.018,-0.02,0,0.52,0.02,-0.021,0,0.07,0.077,-0.08,0,[Fe/H],4.76,0.02,-0.016,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,134.311,0.447,-0.444,15.295,0.058,-0.058,11.056,0.017,-0.017,14.4126,0.000483,-0.000483,06-05-2016,2016-05,10-05-2016,0,Kepler-974_4.194496514
Kepler-1830,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,56.49330139,,,0,0.1079,,,,3.32992941,,,0,0.29707691,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6160,123,-123,0,2.046,0.352,-0.527,0,1.443,0.129,-0.193,0,0.24,0.15,-0.15,0,[Fe/H],3.976,0.18,-0.105,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m33.37s,295.1390408,+40d58m44.59s,40.9790527,1056.88,19.185,-19.185,13.605,0.08,-0.08,12.264,0.023,-0.023,13.4841,0.00021,-0.00021,05-12-2021,2022-02,05-12-2021,0,Kepler-1830_56.49330139
OGLE-2019-BLG-1492L,1,1,1,Microlensing,2022,OGLE,Published Confirmed,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,,,,,2.7,0.9,-0.9,0,,,,,,,,,37.1,25.1,-19.5,0,0.11672965,0.07897343,-0.06135386,0,Mass,,,,,,,,,,,,,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,,,,,,0.921,,,,0.68,0.34,-0.34,0,,,,,,,,,,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,18h00m23.15s,270.0964583,-28d37m52.1s,-28.6311389,5600,1700,-2200,,,,,,,,,,17-02-2023,2022-02,17-02-2023,0,OGLE-2019-BLG-1492L_nan
Kepler-213,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.822962,8.00E-06,-8.00E-06,0,0.057,,,0,2.34,0.45,-0.45,0,0.209,0.04,-0.04,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5696,100,-100,0,1.195,0.223,-0.223,0,0.95,,,,,,,,,4.31,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,634.939,7.2715,-7.2715,13.705,0.126,-0.126,12.122,0.017,-0.017,13.6023,0.000204,-0.000204,14-05-2014,2014-03,14-05-2014,0,Kepler-213_4.822962
Kepler-531,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,29.88485741,3.25E-05,-3.25E-05,0,0.1011,,,,2.78,0.08,-0.19,0,0.24801499,0.00713712,-0.01695066,0,,,,,0.432,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4893,47.74,-49.34,0,0.75,0.022,-0.023,0,0.78,0.031,-0.032,0,-0.03,0.103,-0.106,0,[Fe/H],4.58,0.027,-0.031,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m05.92s,286.5246582,+48d41m00.77s,48.6835481,252.762,0.822,-0.816,13.566,0.16,-0.16,11.177,0.022,-0.022,13.2923,0.000209,-0.000209,06-05-2016,2016-05,10-05-2016,0,Kepler-531_29.88485741
Kepler-265,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,67.831024,0.001396,-0.001396,0,0.319,,,0,2.59,0.55,-0.55,0,0.231,0.049,-0.049,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5835,118,-118,0,1.103,0.228,-0.228,0,0.95,,,,,,,,,4.326,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.51s,290.5104788,+41d14m41.07s,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383,14-05-2014,2014-03,14-05-2014,0,Kepler-265_67.831024
OGLE-2018-BLG-0677L,1,1,1,Microlensing,2020,OGLE,Published Confirmed,0,<a refstr=HERRERA_MART_IACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..256H/abstract target=ref>Herrera-Mart&iacute;n et al. 2020</a>,,,,,0.63,0.2,-0.17,0,,,,,,,,,3.96,5.88,-2.66,0,0.0125,0.0185,-0.0084,0,Mass,,,,,,,,,,,,,0,<a refstr=HERRERA_MART_IACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..256H/abstract target=ref>Herrera-Mart&iacute;n et al. 2020</a>,,,,,,0.94,,,,0.12,0.14,-0.08,0,,,,,,,,,,<a refstr=HERRERA_MART_IACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..256H/abstract target=ref>Herrera-Mart&iacute;n et al. 2020</a>,17h55m00.27s,268.751125,-32d00m59.51s,-32.0165306,7580,1150,-1350,,,,,,,,,,24-06-2020,2020-06,24-06-2020,0,OGLE-2018-BLG-0677L_nan
CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,5,0.5,-0.5,0,0.44,0.04,-0.04,0,28,11,-11,0,0.088,0.035,-0.035,0,Mass,0,,,0,,,,,850,80,-80,0,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950,150,-150,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.3,0.15,-0.15,0,[Fe/H],4.55,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,11-06-2014,2014-07,11-06-2014,0,CoRoT-24_11.759
Kepler-82,1,1,5,Transit,2012,Kepler,Published Confirmed,0,<a refstr=FREUDENTHAL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A.108F/abstract target=ref>Freudenthal et al. 2019</a>,26.44,0.48,-0.48,0,0.1683,0.002,-0.002,0,4.07,0.24,-0.1,0,0.36310108,0.02141137,-0.0089214,0,12.15,0.96,-0.87,0,0.03822798,0.00302048,-0.00273731,0,Mass,0.0033,0.0019,-0.00017,0,,,,,,,,,1,<a refstr=FREUDENTHAL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A.108F/abstract target=ref>Freudenthal et al. 2019</a>,,,,,,0.898,0.042,-0.018,0,0.91,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.518,0.048,-0.048,15.1377,0.00037,-0.00037,19-07-2019,2019-08,25-07-2019,0,Kepler-82_26.44
Kepler-1635,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,469.63111,0.01246,-0.01246,0,0.1011,,,,3.64,0.33,-0.67,0,0.32473905,0.02944063,-0.0597734,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5347,51.14,-53.97,0,0.85,0.077,-0.045,0,0.89,0.04,-0.041,0,0.06,0.161,-0.158,0,[Fe/H],4.53,0.04,-0.086,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.77s,285.3490542,+45d33m22.24s,45.5561768,1069.45,39.9,-37.17,15.82,0.081,-0.081,13.895,0.061,-0.061,15.6928,0.000474,-0.000474,06-05-2016,2016-05,10-05-2016,0,Kepler-1635_469.63111
Kepler-1811,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,76.42230225,,,0,0.1079,,,,3.84829873,,,0,0.34332281,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5561,83,-75,0,1.19,0.177,-0.216,0,0.946,0.068,-0.045,0,0.16,0.15,-0.15,0,[Fe/H],4.263,0.168,-0.112,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m55.04s,289.9793241,+40d08m34.03s,40.1427848,1390.56,53.53,-49.77,15.327,0.195,-0.195,13.606,0.043,-0.043,15.1431,0.000361,-0.000361,05-12-2021,2022-02,05-12-2021,0,Kepler-1811_76.42230225
Kepler-669,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.125546869,3.10E-06,-3.10E-06,0,0.1011,,,,4.83,1.28,-0.55,0,0.43090374,0.11419395,-0.04906771,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6038,97.84,-109.18,0,1.2,0.317,-0.133,0,1.15,0.097,-0.066,0,0.14,0.147,-0.143,0,[Fe/H],4.34,0.085,-0.176,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m44.68s,291.9361615,+49d15m14.21s,49.2539473,2063.41,147.43,-129.4,15.742,0.026,-0.026,14.198,0.086,-0.086,15.4817,0.000504,-0.000504,06-05-2016,2016-05,10-05-2016,0,Kepler-669_4.125546869
KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,59.73667,0.00038,-0.00038,0,0.32,0.05,-0.05,0,2.87,0.3,-0.3,0,0.256,0.027,-0.027,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,14-05-2014,2014-01,14-05-2014,0,KOI-351_59.73667
K2-378,1,1,1,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,2.060438,0.000118,-7.40E-05,0,0.1079,,,,2.88,0.27,-0.23,0,0.25693683,0.02408783,-0.02051926,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4823,138,-138,0,0.732,0.058,-0.052,0,0.923,0.425,-0.291,0,-0.206,0.235,-0.235,0,[Fe/H],4.674,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h40m38.32s,205.1596569,-11d07m02.04s,-11.1172332,687.973,19.924,-18.851,16.029,0.275,-0.275,13.392,0.032,-0.032,15.5122,0.000614,-0.000614,16-03-2022,2022-03,16-03-2022,0,K2-378_2.060438
Kepler-394,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.130686,0.00018,-0.00018,0,0.11,,,0,1.66,0.86,-0.86,0,0.148,0.077,-0.077,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6402,200,-200,0,1.132,0.58,-0.58,0,0.95,,,,,,,,,4.408,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72,24.62,-23.54,14.948,0.103,-0.103,13.384,0.042,-0.042,14.77,0.000301,-0.000301,14-05-2014,2014-03,14-05-2014,0,Kepler-394_12.130686
Kepler-25,1,2,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,12.7207,0.00011,-0.0001,0,0.1011,,,,5.217,0.07,-0.065,0,0.46542957,0.00624498,-0.00579891,0,15.2,1.3,-1.6,0,0.0479,0.0041,-0.0051,0,Mass,0.0061,0.0049,-0.0041,0,,,,,,,,,1,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,,,,,,1.316,0.016,-0.015,0,1.165,0.027,-0.029,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,1.414,-1.397,10.769,0.008,-0.008,9.493,0.017,-0.017,10.6319,0.000257,-0.000257,07-06-2019,2019-04,13-06-2019,0,Kepler-25_12.7207
Kepler-1264,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.968526023,2.33E-06,-2.33E-06,0,0.1011,,,,1.18,0.22,-0.12,0,0.10527255,0.01962709,-0.01070568,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5791,109.18,-145.15,0,0.98,0.182,-0.091,0,0.99,0.06,-0.064,0,-0.02,0.139,-0.18,0,[Fe/H],4.45,0.065,-0.143,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m32.26s,289.8844102,+45d12m41.43s,45.2115075,801.993,26.163,-24.588,14.629,0.08,-0.08,12.901,0.026,-0.026,14.4788,0.000322,-0.000322,06-05-2016,2016-05,10-05-2016,0,Kepler-1264_0.968526023
